id,name,assoc_names,original_langauge,authors,genres,tags,start_year,licensed,original_publisher,english_publisher,complete_original,chapters_original_current,complete_translated,chapter_latest_translated,release_freq,activity_week_rank,activity_month_rank,activity_all_time_rank,on_reading_lists,reading_list_month_rank,reading_list_all_time_rank,rating,rating_votes,related_series_ids,recommended_series_ids,recommendation_list_ids
19939,Provocative Fiery Wife: My Superior is a Affectionate Spitfire,"['pfw', '惹火小辣妻：上司，好闷骚']",chinese,['song xixi'],"['comedy', 'josei', 'romance']","['beautiful female lead', 'female protagonist', 'handsome male lead', 'modern day']",2006,True,qidian,webnovel,False,2516,False,c167,25.7,2000,2000,3431,484,5289,4219,2.8,27,,"['5433', '17344']",[1863]
16166,.hack//Bullet,,japanese,['masayuki yano'],"['shounen', 'supernatural']",['male protagonist'],,,cyberconnect 2,,False,42 chapters,,c42 (end),27.2,2000,2000,5869,190,5883,5592,3.3,11,,,
19971,Bringing Calamity to the Nation,"['BCN', 'Huo Guo', '祸国']",chinese,"['shi si que', '十四阙']","['drama', 'historical', 'josei', 'romance']","['aristocracy', 'beautiful female lead', 'betrayal', 'broken engagement', 'clever protagonist', 'death of loved ones', 'female protagonist', 'handsome male lead', 'imperial harem', 'late romance', 'nobles', 'politics', 'royalty', 'schemes and conspiracies', 'unrequited love', 'wars', 'weak to strong']",2010,False,jiangsu phoenix art publishing house,,True,38 chapters,False,c7 part2,32.1,3680,4028,4134,511,5721,4139,3.7,31,,['28630'],"[5096, 2134, 791]"
20591,Kirakuna Boukensha de Itai Noni! ~Dou no Tsurugi +999 no Mae ni wa Densetsu no Ken mo Kanaimasen~,"['Even Though I Just Want to be A Easy Going Adventurer! ~The Legendary Sword is No Match For Bronze Sword+999 in Front of Me~', '私、気楽な冒険者でいたいのに！～どうのつるぎ＋９９９の前には伝説の剣もかないません～']",japanese,['△ix'],"['adventure', 'comedy', 'fantasy', 'shoujo ai']","['adventurers', 'dungeons', 'fantasy world', 'female protagonist', 'game elements', 'guilds', 'level system', 'loli', 'magic', 'monsters', 'unique weapon user', 'unique weapons']",2018,,sanko-sha,,False,33 chapters,False,v1c3,93.2,2000,3987,4125,675,2166,3682,4.0,25,,,
21967,Risou no Musume Nara Sekai Saikyou Demo Kawaigatte Kuremasuka?,['理想の娘なら世界最強でも可愛がってくれますか?'],japanese,"['ghost mikawa', '三河ごーすと']","['action', 'adventure', 'ecchi', 'fantasy', 'harem', 'romance', 'sci-fi', 'shounen', 'slice of life']","['adapted to manga', 'adventurers', 'calm protagonist', 'hidden abilities', 'hiding true abilities', 'kuudere', 'magical technology', 'male protagonist', 'monsters', 'overpowered protagonist', 'parent complex', 'tsundere']",2018,,mf bunko j,,False,4 volumes,False,v1c1,192.5,2000,4009,4692,581,4285,3963,3.9,15,,,[2681]
19790,Song in the Peach Blossoms,"['Ge Jin Tao Hua', 'SPB', '歌尽桃花']",chinese,['mi bao'],"['drama', 'historical', 'josei', 'romance']","['adapted to manhua', 'betrayal', 'comedic undertone', 'death of loved ones', 'female protagonist', 'handsome male lead', 'hiding true identity', 'medical knowledge', 'politics', 'royalty', 'time travel', 'transmigration', 'transported to another world', 'wars']",,,huashan literature and art publishing house,,True,75 chapters,False,c22 part2,31.7,2000,2000,3177,707,2848,3608,4.1,35,,"['20543', '18891', '16188', '20678', '20811']","[7199, 5786, 336]"
19231,Super Electric Eel Avatar,['超级电鳗分身'],chinese,"['the sheathed sword', 'xia zhong cang jian', '匣中藏剑']","['action', 'adventure', 'fantasy', 'supernatural']","['genetic modifications', 'male protagonist', 'mutations', 'pirates', 'poor to rich']",2010,True,qidian,webnovel,True,267 chapters,,c262,5.6,2000,2000,2703,446,4706,4358,2.2,55,,"['17231', '5433', '17344']",
19915,The Flame’s Daughter,"['Lie Huo Ru Ge', '烈火如歌']",chinese,"['ming xiaoxi', '明晓溪']","['action', 'drama', 'historical', 'martial arts', 'romance', 'wuxia']","['adapted to drama', 'adapted to manhua', 'betrayal', 'devoted love interests', 'female protagonist', 'handsome male lead', 'misunderstandings', 'revenge']",,False,new world publishing,,,,False,v1c3 part3,64.0,2000,2000,5357,279,4763,5077,3.3,16,,,"[8507, 7688]"
12893,Unparalleled Path ~ Reincarnated as the AI for a Space Battleship ~,['無双航路〜転生して、宇宙戦艦のAIになりました〜'],japanese,['松屋大好 練習中'],"['action', 'adventure', 'comedy', 'harem', 'romance', 'sci-fi']","['artificial intelligence', 'cheats', 'cosmic wars', 'firearms', 'futuristic setting', 'loli', 'male protagonist', 'non-humanoid protagonist', 'outer space', 'politics', 'reincarnated as an object', 'tsundere']",2017,,kodansha,,False,89 chapters,False,c25,67.2,3050,3210,1433,2288,2950,1668,4.3,110,,"['12856', '23069']","[4242, 135]"
11476,Eroge Reincarnation ～Please Don’t Collect Onee-chan’s CGs～,"['Eroge Tensei ~ Onee-chan no CG wa Kaishuu Shinaide Kudasai ~', 'エロゲ転生 ～お姉ちゃんのＣＧは回収しないで下さい～']",japanese,"['yoshizawa mizuki', '吉沢ミズキ']","['adult', 'adventure', 'comedy', 'fantasy', 'josei', 'mature', 'romance', 'smut']","['an*l', 'female protagonist', 'first-time intercourse', 'f*llatio', 'love interest falls in love first', 'masturbation', 'multiple pov', 'paizuri', 'r-18', 'reincarnated in a game world', 'royalty', 'siblings', 'tentacles', 'toys', 'werebeasts']",2015,False,syosetu,,False,27 chapters,,c27 (end),8.9,1518,1640,1357,3305,1423,1081,4.0,179,,"['9343', '13185', '13032', '16383']","[7702, 6965, 6280, 5370, 4061]"
21052,The Evil Imperial Monarch,"['The Absolute Evil God', '邪御天娇']",chinese,['纯情犀利哥'],"['action', 'fantasy', 'harem', 'martial arts', 'mature', 'romance']","['arrogant characters', 'beautiful female lead', 'handsome male lead', 'harem-seeking protagonist', 'male protagonist', 'reincarnation', 'tragic past']",2013,,3g书城,,False,5423 chapters,False,c21,28.1,2000,2000,5143,229,4279,5349,2.5,14,,,
21946,The Postbox on Olympus Mons,"['Olympus no Yuubin Post', 'The Post at Mount Olympus', 'オリンポスの郵便ポスト']",japanese,['mono tamao'],"['drama', 'sci-fi']",[],2017,False,ascii media works,,,,False,v1,386.0,2000,2000,6367,111,5177,6139,3.3,4,,,
1488,Itsuka Sekai wo Sukuu Tame ni – Qualidea Code,"[""For Some Day We'll Save The World - Qualidea Code"", 'いつか世界を救うために\u3000―クオリディア・コード―']",japanese,['tachibana koushi'],"['action', 'drama', 'sci-fi', 'shounen', 'supernatural']",['post-apocalyptic'],2015,False,fujimi shobo,,True,2 volumes,False,v2 epilogue,70.7,2000,2000,4745,653,4186,3754,3.6,26,"['845', '8342', '8680']",,
21933,Loving a Girl like Crazy,['玩命爱一个姑娘'],chinese,['song xiaojun'],"['romance', 'school life']",['modern day'],,,baihuazhou literature and art publishing house,,,,False,c1,386.0,2000,2000,5850,104,5793,6188,3.0,7,,['21888'],[3446]
9341,Death Sutra,"['Death Scripture', 'Sǐ Rén Jīng', '死人经']",chinese,"['cold glamor', '冰临神下']","['action', 'drama', 'fantasy', 'harem', 'mature', 'mystery', 'wuxia']","['assassins', 'betrayal', 'clever protagonist', 'cruel characters', 'death of loved ones', 'determined protagonist', 'hiding true identity', 'male protagonist', 'revenge', 'romantic subplot', 'ruthless protagonist', 'weak to strong']",2012,True,qidian,webnovel,True,1226 chapters,False,c605,30.8,2000,4652,1143,2362,4761,1618,4.1,190,,"['6780', '8519', '3043', '9421', '5433', '17344']","[8928, 6022, 3973, 2901, 2589]"
21366,Mr. Yuan’s Dilemma: Can’t Help Falling in Love with You,['元先生，情非得已'],chinese,['shy maple leaf'],"['drama', 'josei', 'mystery', 'romance']","['female protagonist', 'male yandere', 'modern day', 'revenge', 'r*pe', 'yandere']",,,,webnovel,True,396 chapters,,c99,89.2,3680,3999,3515,409,5008,4489,2.2,29,,"['5433', '17344']","[3601, 602]"
21897,Cuddle,['寄り添い人'],japanese,"['dragon love', '竜愛']","['mature', 'romance', 'shoujo', 'slice of life']","['betrayal', 'r-15', 'second chance']",2019,,syosetu,,True,,,oneshot,2000.0,2000,2000,4964,166,4323,5743,2.8,16,,"['11667', '7722', '9865', '23482', '11288']",
21364,Great Doctor Ling Ran,['大医凌然'],chinese,"['village of ambitious birds', '志鸟村']","['comedy', 'slice of life']","['calm protagonist', 'cheats', 'doctors', 'game elements', 'handsome male lead', 'hospital', 'level system', 'male protagonist', 'medical knowledge', 'modern day', 'system administrator']",2018,True,qidian,webnovel,False,1039 chapters,False,c87,26.5,2000,1338,2611,683,5511,3669,4.1,58,,"['15826', '6724', '287', '13650', '20946', '5433']","[8117, 8005, 3218, 2155, 1693]"
10528,Noire de Plaisir ~ Pleasure Training of the Fallen Vampire Princess~,['悦楽のノワール ～腰砕け吸血姫の快楽特訓～'],japanese,"['nahato ren', '那羽都レン']","['adult', 'ecchi', 'fantasy', 'mature', 'romance', 'seinen']","['an*l', 'depictions of cruelty', 'first-time intercourse', 'human-nonhuman relationship', 'loli', 'lolicon', 'male protagonist', 'r-18', 'r*pe', 'torture', 'vampires']",2016,,kill time communication,,True,25 chapters,False,c13,82.6,2722,3042,1477,4058,1563,825,4.0,142,,"['1396', '4755', '4070', '15426']","[1485, 1076, 555]"
10636,Soaring of Galaxia,"['Qì chōng xīnghé', '气冲星河']",chinese,"['li tian', '犁天']","['action', 'fantasy', 'martial arts', 'xuanhuan']","['alchemy', 'aristocracy', 'beast companions', 'body tempering', 'cultivation', 'cunning protagonist', 'dao comprehension', 'familial love', 'hard-working protagonist', 'lucky protagonist', 'male protagonist', 'monsters', 'politics', 'romantic subplot', 'ruthless protagonist', 'strength-based social hierarchy', 'transmigration', 'transported to another world', 'underestimated protagonist', 'wars', 'weak to strong']",2010,True,qidian,webnovel,True,1046 chapters,False,c577,26.0,3680,3985,343,2758,3042,1387,3.5,186,,"['404', '3617', '10443', '9072', '7448', '179']",
16605,Why Did You Summon Me?,"['WDYSM', '你为何召唤我']",chinese,"['sixteenth basket of mantaos', '第十六笼馒头']","['adventure', 'fantasy', 'romance']","['academy', 'beautiful female lead', 'contracts', 'magic', 'male protagonist', 'parent complex', 'protagonist strong from the start', 'transmigration']",2017,True,qidian,webnovel,True,621 chapters,False,c371,30.2,4298,2000,857,1394,3658,2495,3.2,98,,"['17344', '5433']",
19349,Isekai Rakugo,['異世界落語'],japanese,['sujaku shingo'],"['comedy', 'fantasy']","['adapted to manga', 'male protagonist', 'transported to another world', 'weak protagonist']",2016,,syosetu,,True,120 chapters,False,v1c4 part1,138.8,2000,2000,5299,206,5010,5487,3.1,16,,,
20841,Rebirth on the Doors to the Civil Affairs Bureau,"['RDCAB', '重生在民政局门口']",chinese,"['grumpy crab', '暴躁的螃蟹']","['comedy', 'josei', 'romance', 'slice of life']","['beautiful female lead', 'charismatic protagonist', 'doctors', 'female protagonist', 'handsome male lead', 'heartwarming', 'marriage of convenience', 'modern day', 'older love interests', 'pregnancy', 'second chance', 'time travel']",2017,False,jjwxc,,True,61 chapters,,c61,0.9,477,390,729,5594,819,501,4.8,607,,"['23915', '20372', '28376', '27494', '3587', '10099']","[9439, 9262, 9255, 9044, 9040]"
19410,Strongest Naruto System,['火影之最强系统'],chinese,['追求梦想的蛤蟆'],"['action', 'adventure', 'comedy', 'ecchi', 'fantasy', 'harem', 'martial arts', 'mature', 'romance', 'supernatural']","['fanfiction', 'weak to strong']",2016,,faloo,,True,896 chapters,False,c48,35.7,2000,4663,3652,410,5450,4487,2.4,40,,['19467'],
21871,The Bomb Fell One Day,['ある日、爆弾がおちてきて'],japanese,"['furuhashi hideyuki', '古橋 秀之']",['fantasy'],"['adapted to drama', 'collection of short stories']",2005 / 2017,,dengeki bunko,,True,1 volumes,False,story 1,390.0,2000,2000,6152,107,5175,6164,4.0,8,,,
21631,They’re Celebrating Qingming Festival Next to My Grave,"['He’s Coming to Me', 'They’re Celebrating Tomb Sweeping Day Next to My Grave', 'เขามาเชงเม้งที่ข้างๆหลุมผมครับ']",thai,['larza'],"['comedy', 'drama', 'fantasy', 'mystery', 'romance', 'school life', 'shounen ai', 'yaoi']","['adapted to drama', 'ghosts', 'human-nonhuman relationship', ""seeing things other humans can't""]",,,dek-d,,True,25 chapters,False,,57.4,2000,4014,5409,260,4530,5180,3.1,11,,,
21832,I Have a “System” Halo,['我有一枚“系统”光环[快穿]'],chinese,['浅墨璃殇'],"['adventure', 'comedy', 'drama', 'fantasy', 'romance', 'yaoi']","['amnesia', 'apocalypse', 'calm protagonist', 'cold protagonist', 'cross-dressing', 'cultivation', 'cute story', 'devoted love interests', 'love interest falls in love first', 'modern day', 'mpreg', 'multiple realms', 'showbiz', 'system administrator', 'transmigration', 'wealthy characters', 'world hopping']",2017,False,jjwxc,,True,293 chapters,False,c5-10,196.0,2000,3353,3520,1111,2710,2867,4.2,44,,"['20139', '17027', '14596']","[9312, 9045, 2635, 1832, 935]"
19487,Quick Transmigration – Villain Walkthrough,['快穿]反派攻略'],chinese,"['yǐ chún', '乙纯']","['adventure', 'fantasy', 'romance', 'yuri']","['beautiful female lead', 'interdimensional travel', 'modern day', 'multiple realms', 'revenge', 'system administrator', 'transmigration', 'villainess noble girls', 'wealthy characters', 'world hopping', 'world travel', 'zombies']",,,jjwxc,,True,124 chapters,False,c5 part2,67.4,1314,4006,3768,685,2551,3659,3.8,37,,"['19440', '19643', '19250', '19924', '20166']","[3730, 3564, 972, 801, 77]"
8037,The Lame Daoist Priest,"['Diǎosī dàoshi', '屌丝道士']",chinese,"['little flying swan', 'xiǎo fēié', '小飞鹅']","['action', 'adventure', 'comedy', 'fantasy', 'harem', 'horror', 'martial arts', 'romance', 'slice of life', 'supernatural', 'xuanhuan']","['artifacts', 'average-looking protagonist', 'beautiful female lead', 'caring protagonist', 'cultivation', 'demonic cultivation technique', 'demons', 'devoted love interests', 'friendship', 'ghosts', 'hard-working protagonist', 'male protagonist', 'marriage', 'master-disciple relationship', 'modern day', 'monsters', 'racism', 'spirits', 'weak to strong']",2014,,motie,,True,701 chapters,False,c106,58.8,4298,4690,1722,1799,5794,2070,4.1,114,,"['6007', '9421', '4843', '657', '6446', '15599']","[9235, 3261]"
21576,Divine Beast Adventures,['神级御兽'],chinese,['shi jie'],"['action', 'adventure', 'fantasy', 'romance', 'supernatural']","['devoted love interests', 'evolution', 'game elements', 'gate to another world', 'love interest falls in love first', 'male protagonist', 'monster tamer', 'racism', 'strength-based social hierarchy', 'summoning magic', 'transmigration']",2018,,qidian,webnovel,False,621 chapters,False,c99,26.8,4298,3988,3177,392,4278,4567,3.1,35,,"['12963', '20053', '5595', '12748', '5433', '17344']",[9]
15127,Everyone Can Do It! Instant Love Switch,"['Daredemo Kantan! Soku Ochi Suitchi', 'だれでも簡単！即堕ちスイッチ']",japanese,['マキ'],"['adult', 'ecchi', 'harem', 'mature', 'smut', 'supernatural']","['f*llatio', 'hypnotism', 'loli', 'male protagonist', 'mind control', 'modern day', 'r-18']",2015,,syosetu,,False,66 chapters,False,c10,78.9,2000,3364,2991,1340,2408,2579,3.1,39,,"['1837', '7575']",[6280]
602,Mushoku Tensei Redundancy,"['Mushoku Tensei - Dasoku Hen', 'Mushoku Tensei - Redundancy Chapter', '無職転生\u3000- 蛇足編']",japanese,"['rifujin na magonote', '理不尽な孫の手']","['fantasy', 'harem', 'romance', 'slice of life']","['appearance different from actual age', 'clever protagonist', 'family', 'magic', 'polygamy', 'r-15', 'reincarnation']",2015,False,syosetu,,True,32 chapters,,c32,54.9,3347,3706,1757,2822,3183,1347,4.4,161,"['1668', '3962', '6930', '29452']",['1668'],[555]
20618,Battlefield: Masurawo,"['Sentou Jousai Masurawo', '戦闘城塞マスラヲ']",japanese,"['hayashi tomoaki', '林トモアキ']","['action', 'sci-fi', 'seinen']","['adapted to manga', 'battle competition', 'eye powers', 'male protagonist', 'misunderstandings', 'stoic characters', 'vampires']",2006,,kadokawa shoten,,True,5 volumes,,v5c9 (end),2.7,2000,2000,4019,568,3855,3997,4.1,29,"['1645', '20076']",,[6674]
10917,Rise of Humanity,"['Emperor of the Human Way', 'Nhân Đạo Chí Tôn', '人道至尊']",chinese,"['pig nerd', 'zai zhu', '宅猪']","['action', 'adventure', 'fantasy', 'harem', 'martial arts', 'xuanhuan']","['arrogant characters', 'average-looking protagonist', 'clever protagonist', 'death of loved ones', 'demons', 'dragons', 'friendship', 'gods', 'hard-working protagonist', 'inheritance', 'male protagonist', 'mythology', 'pill based cultivation', 'polygamy', 'romantic subplot', 'soul power', 'souls', 'spirit advisor', 'spirits', 'sudden strength gain', 'teachers', 'unique cultivation technique', 'weak to strong']",2015,True,qidian,gravity tales,True,1490 chapters,False,v2c684,27.1,3680,4024,473,3137,5010,1166,3.8,199,['15780'],"['21237', '9421', '5495', '978', '791', '4577']","[5574, 3932, 3657, 2343, 1812]"
9103,I Don’t Want to Die in an Otome Game,"['Otome Gemu de Shinitakunain desu', '乙女ゲームで死にたくないんです']",japanese,"['hazuki kuroru', '葉月クロル']","['adult', 'ecchi', 'fantasy', 'josei', 'mature', 'romance', 'smut']","['adventurers', 'cute protagonist', 'female protagonist', 'handsome male lead', 'magic', 'multiple protagonists', 'multiple reincarnated individuals', 'naive protagonist', 'otome game', 'possessive characters', 'r-18', 'reincarnated in another world', 'threesome']",2014,False,ichijinsha,,False,7 chapters,False,v2c13,81.6,2394,1249,1363,4095,1648,819,4.1,152,,"['5302', '5007', '8122', '20363', '6252', '9241']","[9208, 7702, 7582, 7451, 6866]"
8935,Lawless Gangster,"['Bu Fa Zhi Tu', '不法之徒']",chinese,"['hei shan bai shui', '黑山白水']","['mature', 'romance', 'yaoi']","['adapted to drama cd', 'gangs', 'handsome male lead', 'manly gay couple', 'modern day', 'organized crime', 'r*pe', 'seme protagonist', 'teachers']",2010,,,,True,79 chapters,,extra 3,24.0,2810,3463,2592,1184,4322,2769,3.8,86,['17419'],"['542', '3242', '540', '4449', '13034', '15161']","[9288, 8974, 8435, 6621, 5891]"
18593,Love Fraudster,['愛情詐騙師'],chinese,"['gù chǔ', '顧楚']","['drama', 'historical', 'shounen ai', 'yaoi']","['handsome male lead', 'interdimensional travel', 'multiple realms', 'polygamy', 'seme protagonist', 'system administrator', 'transmigration', 'virtual reality']",,,,,True,79 chapters,False,c7 part1,87.3,3680,4669,4137,696,4589,3638,3.8,24,,['16249'],"[2635, 1832, 916]"
21786,Lust After the Breakup,['分手后的淫乱'],chinese,"['jiang zhu', '姜竹']","['adult', 'drama', 'josei', 'romance', 'slice of life']","['betrayal', 'love triangles', 'male protagonist', 'misunderstandings', 'modern day']",,,,,True,17,False,c1,393.0,2000,4694,5233,139,5177,5941,3.1,16,,,[3677]
21776,Build Error No Tate Souryo ~When the Strongest Tank Gets a Job as a Healer in Another World~,['ビルドエラーの盾僧侶\u3000～最強タンクが異世界で回復職についた場合～'],japanese,['isuzu arima'],"['action', 'adventure', 'fantasy', 'school life', 'shounen']","['cheats', 'fantasy creatures', 'fantasy world', 'game elements', 'overpowered protagonist', 'reincarnated in a game world', 'virtual reality']",2014,False,monster bunko,,False,5 volumes,False,prologue,395.0,2000,2000,5754,341,5008,4776,3.0,13,,,
21645,Incurable,['无可救药'],chinese,['西方经济学'],['romance'],"['beautiful female lead', 'calm protagonist', 'caring protagonist', 'cultivation', 'devoted love interests', 'doctors', 'doting love interests', 'female protagonist', 'handsome male lead', 'love interest falls in love first', 'modern day', 'nobles', 'shameless protagonist', 'wealthy characters']",,,jjwxc,,True,68 chapters,False,c3,134.0,2000,2000,5752,189,5172,5599,2.6,7,,,
13139,"My Chief Husband, Too Mensao!",['首長老公，太悶騷！'],chinese,['云女'],"['adult', 'comedy', 'drama', 'fantasy', 'josei', 'mature', 'romance', 'slice of life']","['abusive characters', 'beautiful female lead', 'black belly', 'childcare', 'clever protagonist', 'cold love interests', 'doctors', 'female protagonist', 'firearms', 'handsome male lead', 'medical knowledge', 'military', 'misunderstandings', 'modern day', 'pregnancy', 'revenge', 'second chance', 'sexual abuse']",2017,,yunqi,,False,4084,False,c83,35.7,1640,1158,846,2925,1694,1290,3.8,134,,"['8414', '16905', '10694', '13155', '8195', '17628']","[4319, 3677, 1048, 597]"
21730,SOTUS,['SOTUS : พี่ว้ากตัวร้ายกับนายปีหนึ่ง'],thai,['bittersweet'],"['comedy', 'romance', 'school life', 'shounen ai', 'slice of life']","['adapted to drama', 'cold protagonist', 'college/university', 'handsome male lead']",,,dek-d,,True,33 chapters,False,prologue,396.0,4298,4654,4667,213,5088,5440,4.0,14,,,
16340,Two Moons,['เดือนเกี้ยวเดือน'],thai,['chiffon_cake'],"['adult', 'school life', 'yaoi']","['adapted to drama', 'college/university', 'friendship', 'handsome male lead', 'modern day']",,,,,True,77 chapters,False,v1c1,111.0,4298,4688,4720,336,5651,4808,3.7,25,,,
19969,Shiniki no Campiones,"['Campioness of Sanctuary', 'Shiniki no Campioness', '神域のカンピオーネス']",japanese,"['takedzuki jou', '丈月城']","['action', 'adventure', 'comedy', 'ecchi', 'fantasy', 'harem', 'romance', 'seinen']","['beautiful female lead', 'carefree protagonist', 'god-human relationship', 'goddesses', 'gods', 'male protagonist', 'strong love interests', 'strong to stronger']",2017,False,shueisha,,False,5 volumes,False,v4 afterword,28.6,3164,2218,3254,1148,4528,2813,4.0,54,['1287'],,[1951]
9034,Split Zone No.13,"['Jin Lie Qu Shi San Hao', '禁裂区13号']",chinese,"['yu wei', '虞薇']","['adventure', 'fantasy', 'horror', 'mystery', 'psychological', 'romance', 'supernatural']","['alternate world', 'female protagonist', 'ghosts', 'mystery solving', 'schizophrenia', 'souls', 'special abilities']",2014,True,17k,volare novels,True,322 chapters,,c323,0.9,4298,4694,2711,961,3689,3121,3.7,81,,"['20229', '6848', '6804', '8938', '7604', '12112']",[1163]
20848,The Great Worm Lich,"['The Great Gu Lich', '巨虫尸巫']",chinese,['zszz'],"['action', 'adventure', 'fantasy']","['magic', 'male protagonist', 'modern day', 'necromancer', 'romantic subplot']",,True,qidian,webnovel,True,761 chapters,False,c82,35.8,4298,2000,2887,386,5510,4601,2.8,59,,"['5433', '17344']","[8837, 3932, 182]"
20939,"Hubby, Your Fox Fairy Wants Everything",['仙君，你的小仙狐要上天'],chinese,"['zhu yan zhi ge', '朱颜之歌']","['fantasy', 'mystery', 'shoujo']","['female protagonist', 'fox spirits', 'reincarnation']",2019,True,zongheng,tapread,False,207 chapters,False,c43,27.5,2000,2000,4194,458,5884,4305,2.9,37,,,
17231,I Can Turn into a Fish,['我可以变成鱼'],chinese,"['little fish eats dragon meat', '小鱼吃龙肉']","['comedy', 'fantasy']","['animal rearing', 'cheats', 'evolution', 'hidden abilities', 'hiding true abilities', 'level system', 'male protagonist', 'modern day', 'poor to rich', 'romantic subplot', 'store owner', 'transformation ability', 'weak to strong']",2016,True,qidian,webnovel,True,613 chapters,False,c160,30.8,3680,2715,1273,950,5088,3139,3.5,81,,"['13097', '14128', '11968', '7816', '5433', '17344']","[8117, 4721, 1884]"
20941,Slag Shou Cultivating Manual,['渣受修炼手册'],chinese,['顾耳'],"['romance', 'shounen ai', 'tragedy', 'yaoi']","['ancient china', 'black belly', 'brother complex', 'calm protagonist', 'clever protagonist', 'confinement', 'cultivation', 'death of loved ones', 'hard-working protagonist', 'male yandere', 'modern day', 'multiple realms', 'obsessive love', 'omegaverse', 'politics', 'possessive characters', 'royalty', 'r*pe', 'system administrator', 'tsundere', 'unrequited love', 'wealthy characters', 'world hopping', 'younger love interests']",,,jjwxc,,True,129 chapters,False,c9,48.9,2512,4002,3032,1349,2103,2560,4.3,54,,"['18131', '19396', '16249']","[9045, 7620, 5927, 5131, 2635]"
21074,The Beautiful Wife of the Whirlwind Marriage,['闪婚娇妻：老公，深深爱'],chinese,"['bath robey', '沐衣衣']","['action', 'adult', 'comedy', 'josei', 'mature', 'romance', 'shoujo']","['acting', 'adapted to manga', 'beautiful female lead', 'contracts', 'female protagonist', 'handsome male lead', 'modern day']",2017,True,qidian,webnovel,True,1583 chapters,False,c99,27.1,2000,4662,3210,484,5577,4220,3.4,40,,['11288'],"[9139, 6160, 3677, 2661, 2061]"
20055,The Empress’ Livestream,['女帝直播攻略'],chinese,"['quick-fried mushroom', '油爆香菇']","['action', 'comedy', 'gender bender', 'historical', 'romance', 'shoujo']","['army', 'army building', 'cross-dressing', 'female protagonist', 'game elements', 'kingdom building', 'love interest falls in love first', 'loyal subordinates', 'management', 'multiple pov', 'protagonist strong from the start', 'strategic battles', 'system administrator', 'transmigration']",2016,True,qidian,webnovel,True,1840 chapters,False,c98,45.5,1176,1500,2151,1298,4181,2623,4.3,72,,"['15112', '564', '9010', '5433', '17344']","[8703, 8295, 7995, 7435, 6476]"
20395,The King of Special Warfare,['特战之王'],chinese,['xiao wu'],"['action', 'fantasy', 'harem', 'martial arts', 'school life', 'slice of life']","['battle academy', 'beautiful female lead', 'betrayal', 'male protagonist', 'mercenaries', 'modern day', 'mysterious past', 'nationalism', 'older love interests', 'politics', 'protagonist strong from the start', 'ruthless protagonist', 'strong to stronger', 'wealthy characters']",2018,True,zongheng,tapread,False,788 chapters,False,c79,27.5,4298,4686,2731,818,1850,3357,3.5,63,,,[3261]
2031,Zero no Tsukaima,"[""Zero's Familiar"", 'Zero no Tsukaima Side Story', 'ゼロの使い魔', '零之使魔 （小说）', '제로의 사역마']",japanese,['yamaguchi noboru'],"['action', 'adventure', 'comedy', 'drama', 'ecchi', 'fantasy', 'harem', 'romance', 'school life', 'shounen']","['academy', 'adapted to anime', 'adapted to manga', 'familiars', 'hot-blooded protagonist', 'loli', 'maids', 'male protagonist', 'marriage', 'master-servant relationship', 'military', 'modern knowledge', 'parallel worlds', 'resurrection', 'stoic characters', 'strong love interests', 'sword and magic', 'sword wielder', 'transported to another world', 'tsundere', 'wars', 'wizards']",2004,False,media factory,,True,22 volumes,,v22 epilogue,27.3,1225,2557,2514,1751,2933,2125,3.5,108,"['5585', '5627']",,"[8749, 3588, 1187, 1116, 294]"
21693,Eaglewood Crumbs,"['Eaglewood Dust', '沉香如屑']",chinese,['苏寞'],"['adventure', 'drama', 'fantasy', 'josei', 'mystery', 'romance', 'supernatural', 'wuxia']","['beautiful female lead', 'female protagonist', 'handsome male lead', 'immortals', 'love interest falls in love first', 'multiple realms']",2009,False,jjwxc,,True,,False,c1,199.5,2000,2000,5879,132,5374,5990,3.2,5,,,
16072,"Hello, Wife!",['老婆，你好！'],chinese,"[""butterfly's shadow beneath the moon"", 'yue xia die ying', '月下蝶影']","['comedy', 'drama', 'josei', 'romance', 'slice of life']","['beautiful female lead', 'clever protagonist', 'cold protagonist', 'devoted love interests', 'doting love interests', 'female protagonist', 'handsome male lead', 'love interest falls in love first', 'modern day', 'smart couple', 'wealthy characters']",2017,,jjwxc,,True,62 chapters,,c62 (end),4.7,1036,717,971,3725,1203,923,4.3,253,,"['9634', '2277', '342', '13306', '10238', '8601']","[9468, 9040, 8861, 8769, 8418]"
21641,Spoil You All Your Life,['宠你一辈子'],chinese,['伍家格格'],['romance'],"['beautiful female lead', 'calm protagonist', 'devoted love interests', 'doting love interests', 'female protagonist', 'handsome male lead', 'hard-working protagonist', 'love interest falls in love first', 'marriage', 'military', 'modern day', 'older love interests', 'strong love interests', 'wealthy characters']",,,hongxiu,,True,,False,c5,79.8,2000,2000,5765,303,5793,4969,3.2,10,,,
21284,Sky of the Wolf,"['Ōkami no Sora', 'おおかみのそら']",japanese,"['momose', '桃瀬']","['adult', 'fantasy', 'historical', 'romance', 'slice of life', 'yaoi']","['devoted love interests', 'heartwarming', 'human-nonhuman relationship', 'love interest falls in love first', 'multiple pov', 'short story']",2018,False,syosetu,,True,15 chapters,False,c5,84.0,4298,3992,4417,601,2929,3904,4.2,24,,,[2031]
